id,team_api_id,team_fifa_api_id,team_long_name,team_short_name,id,team_fifa_api_id,team_api_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass
15629,8398,162,"FC Energie Cottbus",COT,394,162,8398,"2014-09-19 00:00:00",39,Balanced,47,Normal,40,Mixed,Organised,52,Normal,67,Lots,56,Normal,Organised,47,Medium,55,Press,52,Normal,Cover
43049,8558,452,"RCD Espanyol",ESP,395,452,8558,"2010-02-22 00:00:00",55,Balanced,,Little,40,Mixed,Organised,70,Risky,55,Normal,70,Lots,Organised,70,High,50,Press,60,Normal,Cover
43049,8558,452,"RCD Espanyol",ESP,396,452,8558,"2011-02-22 00:00:00",68,Fast,,Little,55,Mixed,Organised,72,Risky,70,Lots,54,Normal,Organised,51,Medium,58,Press,56,Normal,Cover
43049,8558,452,"RCD Espanyol",ESP,397,452,8558,"2012-02-22 00:00:00",46,Balanced,,Little,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Organised,37,Medium,40,Press,45,Normal,Cover
43049,8558,452,"RCD Espanyol",ESP,398,452,8558,"2013-09-20 00:00:00",50,Balanced,,Little,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,"Free Form",37,Medium,40,Press,45,Normal,Cover
43049,8558,452,"RCD Espanyol",ESP,399,452,8558,"2014-09-19 00:00:00",50,Balanced,52,Normal,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,Organised,37,Medium,40,Press,45,Normal,Cover
43049,8558,452,"RCD Espanyol",ESP,400,452,8558,"2015-09-10 00:00:00",50,Balanced,52,Normal,44,Mixed,Organised,52,Normal,60,Normal,40,Normal,"Free Form",37,Medium,40,Press,45,Normal,Cover
37214,7842,10020,"Estoril Praia",EST,401,10020,7842,"2013-09-20 00:00:00",66,Balanced,,Little,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,"Free Form",46,Medium,49,Press,55,Normal,Cover
37214,7842,10020,"Estoril Praia",EST,402,10020,7842,"2014-09-19 00:00:00",66,Balanced,56,Normal,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,Organised,46,Medium,49,Press,55,Normal,Cover
37214,7842,10020,"Estoril Praia",EST,403,10020,7842,"2015-09-10 00:00:00",59,Balanced,56,Normal,52,Mixed,Organised,47,Normal,53,Normal,39,Normal,Organised,46,Medium,49,Press,55,Normal,Cover
1042,6351,2013,"KAS Eupen",EUP,404,2013,6351,"2011-02-22 00:00:00",50,Balanced,,Little,55,Mixed,Organised,50,Normal,55,Normal,55,Normal,Organised,50,Medium,50,Press,55,Normal,Cover
3467,8668,7,Everton,EVE,405,7,8668,"2010-02-22 00:00:00",60,Balanced,,Little,65,Mixed,Organised,60,Normal,70,Lots,45,Normal,Organised,40,Medium,70,Double,40,Normal,Cover
3467,8668,7,Everton,EVE,406,7,8668,"2011-02-22 00:00:00",60,Balanced,,Little,50,Mixed,Organised,55,Normal,70,Lots,55,Normal,Organised,55,Medium,65,Press,60,Normal,Cover
3467,8668,7,Everton,EVE,407,7,8668,"2012-02-22 00:00:00",56,Balanced,,Little,56,Mixed,Organised,48,Normal,57,Normal,56,Normal,Organised,50,Medium,50,Press,60,Normal,Cover
3467,8668,7,Everton,EVE,408,7,8668,"2013-09-20 00:00:00",58,Balanced,,Little,62,Mixed,Organised,48,Normal,59,Normal,32,Little,Organised,41,Medium,44,Press,59,Normal,Cover
3467,8668,7,Everton,EVE,409,7,8668,"2014-09-19 00:00:00",61,Balanced,34,Normal,42,Mixed,Organised,39,Normal,59,Normal,48,Normal,Organised,52,Medium,58,Press,60,Normal,Cover
3467,8668,7,Everton,EVE,410,7,8668,"2015-09-10 00:00:00",43,Balanced,45,Normal,40,Mixed,Organised,39,Normal,33,Little,63,Normal,Organised,52,Medium,58,Press,59,Normal,Cover
11822,4087,111271,"Évian Thonon Gaillard FC",ETG,411,111271,4087,"2011-02-22 00:00:00",35,Balanced,,Little,65,Mixed,Organised,50,Normal,65,Normal,65,Normal,Organised,45,Medium,55,Press,65,Normal,Cover
11822,4087,111271,"Évian Thonon Gaillard FC",ETG,412,111271,4087,"2012-02-22 00:00:00",53,Balanced,,Little,44,Mixed,Organised,52,Normal,52,Normal,64,Normal,Organised,47,Medium,56,Press,50,Normal,Cover
11822,4087,111271,"Évian Thonon Gaillard FC",ETG,413,111271,4087,"2013-09-20 00:00:00",53,Balanced,,Little,44,Mixed,Organised,52,Normal,52,Normal,64,Normal,Organised,47,Medium,56,Press,50,Normal,Cover
11822,4087,111271,"Évian Thonon Gaillard FC",ETG,414,111271,4087,"2014-09-19 00:00:00",61,Balanced,51,Normal,44,Mixed,Organised,52,Normal,61,Normal,48,Normal,Organised,47,Medium,56,Press,50,Normal,Cover
11822,4087,111271,"Évian Thonon Gaillard FC",ETG,415,111271,4087,"2015-09-10 00:00:00",58,Balanced,35,Normal,56,Mixed,Organised,52,Normal,61,Normal,51,Normal,Organised,47,Medium,43,Press,50,Normal,Cover
27780,10218,1971,Excelsior,EXC,416,1971,10218,"2011-02-22 00:00:00",73,Fast,,Little,59,Mixed,Organised,77,Risky,33,Little,52,Normal,Organised,25,Deep,47,Press,33,Narrow,Cover
27780,10218,1971,Excelsior,EXC,417,1971,10218,"2012-02-22 00:00:00",47,Balanced,,Little,52,Mixed,Organised,63,Normal,45,Normal,37,Normal,Organised,23,Deep,30,Contain,32,Narrow,Cover
27780,10218,1971,Excelsior,EXC,418,1971,10218,"2015-09-10 00:00:00",53,Balanced,41,Normal,69,Long,Organised,48,Normal,45,Normal,43,Normal,Organised,29,Deep,41,Press,36,Normal,Cover
39387,8596,79,Falkirk,FAL,419,79,8596,"2010-02-22 00:00:00",70,Fast,,Little,70,Long,Organised,60,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover
15624,8722,31,"1. FC Köln",FCK,420,31,8722,"2010-02-22 00:00:00",55,Balanced,,Little,65,Mixed,Organised,65,Normal,40,Normal,60,Normal,Organised,45,Medium,55,Press,70,Wide,Cover
15624,8722,31,"1. FC Köln",FCK,421,31,8722,"2011-02-22 00:00:00",58,Balanced,,Little,71,Long,Organised,42,Normal,39,Normal,50,Normal,Organised,40,Medium,40,Press,56,Normal,Cover
15624,8722,31,"1. FC Köln",FCK,422,31,8722,"2012-02-22 00:00:00",53,Balanced,,Little,53,Mixed,Organised,57,Normal,44,Normal,57,Normal,Organised,43,Medium,55,Press,67,Wide,Cover
15624,8722,31,"1. FC Köln",FCK,423,31,8722,"2013-09-20 00:00:00",60,Balanced,,Little,56,Mixed,Organised,57,Normal,44,Normal,57,Normal,Organised,43,Medium,55,Press,67,Wide,Cover
15624,8722,31,"1. FC Köln",FCK,424,31,8722,"2014-09-19 00:00:00",59,Balanced,53,Normal,57,Mixed,Organised,53,Normal,47,Normal,59,Normal,Organised,57,Medium,46,Press,54,Normal,Cover
15624,8722,31,"1. FC Köln",FCK,425,31,8722,"2015-09-10 00:00:00",59,Balanced,47,Normal,65,Mixed,Organised,57,Normal,36,Normal,71,Lots,Organised,42,Medium,56,Press,51,Normal,Cover
30222,6631,100626,"FC Dordrecht",DOR,426,100626,6631,"2015-09-10 00:00:00",39,Balanced,33,Little,62,Mixed,Organised,62,Normal,66,Normal,48,Normal,Organised,51,Medium,58,Press,55,Normal,Cover
26548,8674,1915,"FC Groningen",GRO,427,1915,8674,"2010-02-22 00:00:00",41,Balanced,,Little,32,Short,Organised,40,Normal,47,Normal,69,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
26548,8674,1915,"FC Groningen",GRO,428,1915,8674,"2011-02-22 00:00:00",51,Balanced,,Little,39,Mixed,Organised,48,Normal,67,Lots,62,Normal,Organised,43,Medium,44,Press,49,Normal,Cover
26548,8674,1915,"FC Groningen",GRO,429,1915,8674,"2012-02-22 00:00:00",44,Balanced,,Little,41,Mixed,Organised,48,Normal,64,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
26548,8674,1915,"FC Groningen",GRO,430,1915,8674,"2013-09-20 00:00:00",44,Balanced,,Little,44,Mixed,Organised,56,Normal,58,Normal,42,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
26548,8674,1915,"FC Groningen",GRO,431,1915,8674,"2014-09-19 00:00:00",48,Balanced,42,Normal,38,Mixed,Organised,57,Normal,59,Normal,45,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
26548,8674,1915,"FC Groningen",GRO,432,1915,8674,"2015-09-10 00:00:00",55,Balanced,32,Little,55,Mixed,Organised,57,Normal,59,Normal,54,Normal,Organised,49,Medium,47,Press,53,Normal,Cover
35283,9773,236,"FC Porto",POR,433,236,9773,"2010-02-22 00:00:00",30,Slow,,Little,30,Short,"Free Form",60,Normal,60,Normal,60,Normal,"Free Form",30,Deep,30,Contain,30,Narrow,"Offside Trap"
35283,9773,236,"FC Porto",POR,434,236,9773,"2011-02-22 00:00:00",50,Balanced,,Little,50,Mixed,Organised,50,Normal,65,Normal,65,Normal,"Free Form",55,Medium,43,Press,65,Normal,Cover
35283,9773,236,"FC Porto",POR,435,236,9773,"2012-02-22 00:00:00",52,Balanced,,Little,53,Mixed,Organised,56,Normal,72,Lots,68,Lots,Organised,61,Medium,49,Press,60,Normal,Cover
35283,9773,236,"FC Porto",POR,436,236,9773,"2013-09-20 00:00:00",52,Balanced,,Little,53,Mixed,Organised,56,Normal,72,Lots,68,Lots,Organised,58,Medium,60,Press,57,Normal,Cover
35283,9773,236,"FC Porto",POR,437,236,9773,"2014-09-19 00:00:00",52,Balanced,50,Normal,53,Mixed,Organised,56,Normal,66,Normal,68,Lots,Organised,58,Medium,60,Press,60,Normal,Cover
35283,9773,236,"FC Porto",POR,438,236,9773,"2015-09-10 00:00:00",70,Fast,50,Normal,53,Mixed,Organised,56,Normal,66,Normal,68,Lots,Organised,58,Medium,60,Press,60,Normal,Cover
26555,9908,1903,"FC Utrecht",UTR,439,1903,9908,"2010-02-22 00:00:00",45,Balanced,,Little,45,Mixed,Organised,33,Safe,50,Normal,67,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
26555,9908,1903,"FC Utrecht",UTR,440,1903,9908,"2011-02-22 00:00:00",66,Balanced,,Little,45,Mixed,Organised,41,Normal,69,Lots,72,Lots,Organised,34,Medium,57,Press,34,Normal,"Offside Trap"
26555,9908,1903,"FC Utrecht",UTR,441,1903,9908,"2012-02-22 00:00:00",47,Balanced,,Little,52,Mixed,Organised,52,Normal,54,Normal,52,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
26555,9908,1903,"FC Utrecht",UTR,442,1903,9908,"2013-09-20 00:00:00",47,Balanced,,Little,52,Mixed,Organised,52,Normal,54,Normal,60,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
26555,9908,1903,"FC Utrecht",UTR,443,1903,9908,"2014-09-19 00:00:00",50,Balanced,50,Normal,52,Mixed,Organised,55,Normal,49,Normal,52,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
26555,9908,1903,"FC Utrecht",UTR,444,1903,9908,"2015-09-10 00:00:00",50,Balanced,39,Normal,54,Mixed,Organised,55,Normal,64,Normal,28,Little,Organised,54,Medium,58,Press,47,Normal,Cover
49122,9824,286,"FC Vaduz",VAD,445,286,9824,"2015-09-10 00:00:00",53,Balanced,32,Little,56,Mixed,Organised,38,Normal,53,Normal,46,Normal,Organised,42,Medium,33,Contain,58,Normal,Cover
49124,10243,894,"FC Zürich",ZUR,446,894,10243,"2010-02-22 00:00:00",45,Balanced,,Little,60,Mixed,Organised,45,Normal,70,Lots,50,Normal,Organised,50,Medium,55,Press,50,Normal,"Offside Trap"
49124,10243,894,"FC Zürich",ZUR,447,894,10243,"2011-02-22 00:00:00",48,Balanced,,Little,56,Mixed,Organised,49,Normal,61,Normal,55,Normal,Organised,54,Medium,49,Press,60,Normal,Cover
49124,10243,894,"FC Zürich",ZUR,448,894,10243,"2012-02-22 00:00:00",62,Balanced,,Little,46,Mixed,Organised,50,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover
49124,10243,894,"FC Zürich",ZUR,449,894,10243,"2013-09-20 00:00:00",62,Balanced,,Little,46,Mixed,Organised,50,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover
49124,10243,894,"FC Zürich",ZUR,450,894,10243,"2014-09-19 00:00:00",62,Balanced,49,Normal,46,Mixed,Organised,47,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover
49124,10243,894,"FC Zürich",ZUR,451,894,10243,"2015-09-10 00:00:00",62,Balanced,49,Normal,46,Mixed,Organised,47,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover
26558,10235,246,Feyenoord,FEY,452,246,10235,"2010-02-22 00:00:00",30,Slow,,Little,30,Short,Organised,44,Normal,41,Normal,46,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
26558,10235,246,Feyenoord,FEY,453,246,10235,"2011-02-22 00:00:00",47,Balanced,,Little,53,Mixed,"Free Form",43,Normal,33,Little,32,Little,Organised,48,Medium,59,Press,53,Normal,Cover
26558,10235,246,Feyenoord,FEY,454,246,10235,"2012-02-22 00:00:00",38,Balanced,,Little,34,Mixed,Organised,60,Normal,44,Normal,50,Normal,Organised,43,Medium,43,Press,54,Normal,Cover
26558,10235,246,Feyenoord,FEY,455,246,10235,"2013-09-20 00:00:00",44,Balanced,,Little,44,Mixed,Organised,48,Normal,62,Normal,50,Normal,Organised,43,Medium,43,Press,40,Normal,Cover
26558,10235,246,Feyenoord,FEY,456,246,10235,"2014-09-19 00:00:00",54,Balanced,40,Normal,60,Mixed,Organised,48,Normal,67,Lots,50,Normal,Organised,43,Medium,43,Press,40,Normal,Cover
26558,10235,246,Feyenoord,FEY,457,246,10235,"2015-09-10 00:00:00",50,Balanced,33,Little,48,Mixed,Organised,48,Normal,67,Lots,31,Little,Organised,43,Medium,46,Press,40,Normal,Cover
20521,8535,110374,Fiorentina,FIO,458,110374,8535,"2010-02-22 00:00:00",67,Fast,,Little,30,Short,"Free Form",50,Normal,60,Normal,60,Normal,"Free Form",45,Medium,30,Contain,60,Normal,"Offside Trap"
20521,8535,110374,Fiorentina,FIO,459,110374,8535,"2011-02-22 00:00:00",49,Balanced,,Little,50,Mixed,Organised,50,Normal,60,Normal,60,Normal,Organised,45,Medium,45,Press,50,Normal,"Offside Trap"
20521,8535,110374,Fiorentina,FIO,460,110374,8535,"2012-02-22 00:00:00",45,Balanced,,Little,50,Mixed,Organised,65,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
20521,8535,110374,Fiorentina,FIO,461,110374,8535,"2013-09-20 00:00:00",53,Balanced,,Little,51,Mixed,Organised,64,Normal,51,Normal,53,Normal,Organised,47,Medium,47,Press,51,Normal,Cover
20521,8535,110374,Fiorentina,FIO,462,110374,8535,"2014-09-19 00:00:00",34,Balanced,54,Normal,33,Short,Organised,68,Risky,51,Normal,53,Normal,Organised,58,Medium,59,Press,67,Wide,Cover
20521,8535,110374,Fiorentina,FIO,463,110374,8535,"2015-09-10 00:00:00",34,Balanced,54,Normal,33,Short,Organised,68,Risky,51,Normal,53,Normal,Organised,58,Medium,59,Press,61,Normal,Cover
18074,8194,110636,"Fortuna Düsseldorf",FDU,464,110636,8194,"2010-02-22 00:00:00",65,Balanced,,Little,35,Mixed,Organised,70,Risky,50,Normal,52,Normal,"Free Form",45,Medium,70,Double,54,Normal,Cover
18074,8194,110636,"Fortuna Düsseldorf",FDU,465,110636,8194,"2011-02-22 00:00:00",51,Balanced,,Little,38,Mixed,Organised,52,Normal,40,Normal,54,Normal,Organised,46,Medium,59,Press,34,Normal,Cover
18074,8194,110636,"Fortuna Düsseldorf",FDU,466,110636,8194,"2012-02-22 00:00:00",67,Fast,,Little,47,Mixed,Organised,67,Risky,68,Lots,55,Normal,Organised,56,Medium,57,Press,52,Normal,Cover
18074,8194,110636,"Fortuna Düsseldorf",FDU,467,110636,8194,"2013-09-20 00:00:00",41,Balanced,,Little,69,Long,Organised,55,Normal,68,Lots,52,Normal,Organised,24,Deep,48,Press,45,Normal,Cover
18074,8194,110636,"Fortuna Düsseldorf",FDU,468,110636,8194,"2014-09-19 00:00:00",72,Fast,69,Lots,57,Mixed,Organised,55,Normal,49,Normal,37,Normal,Organised,47,Medium,48,Press,50,Normal,Cover
18074,8194,110636,"Fortuna Düsseldorf",FDU,469,110636,8194,"2015-09-10 00:00:00",47,Balanced,62,Normal,47,Mixed,Organised,55,Normal,68,Lots,55,Normal,Organised,56,Medium,57,Press,52,Normal,Cover
16237,8358,25,"SC Freiburg",FRE,470,25,8358,"2010-02-22 00:00:00",50,Balanced,,Little,30,Short,Organised,30,Safe,70,Lots,60,Normal,Organised,55,Medium,50,Press,50,Normal,Cover
16237,8358,25,"SC Freiburg",FRE,471,25,8358,"2011-02-22 00:00:00",50,Balanced,,Little,47,Mixed,Organised,47,Normal,41,Normal,34,Normal,Organised,41,Medium,42,Press,50,Normal,Cover
16237,8358,25,"SC Freiburg",FRE,472,25,8358,"2012-02-22 00:00:00",52,Balanced,,Little,61,Mixed,Organised,62,Normal,50,Normal,42,Normal,Organised,30,Deep,50,Press,39,Normal,Cover
16237,8358,25,"SC Freiburg",FRE,473,25,8358,"2013-09-20 00:00:00",59,Balanced,,Little,38,Mixed,Organised,55,Normal,39,Normal,43,Normal,"Free Form",53,Medium,62,Press,37,Normal,Cover
16237,8358,25,"SC Freiburg",FRE,474,25,8358,"2014-09-19 00:00:00",39,Balanced,58,Normal,48,Mixed,Organised,55,Normal,33,Little,44,Normal,"Free Form",59,Medium,60,Press,39,Normal,Cover
16237,8358,25,"SC Freiburg",FRE,475,25,8358,"2015-09-10 00:00:00",59,Balanced,54,Normal,38,Mixed,Organised,55,Normal,44,Normal,45,Normal,"Free Form",53,Medium,62,Press,29,Narrow,Cover
25791,9891,111657,Frosinone,FRO,476,111657,9891,"2010-02-22 00:00:00",30,Slow,,Little,30,Short,Organised,30,Safe,45,Normal,65,Normal,Organised,30,Deep,30,Contain,65,Normal,"Offside Trap"
25791,9891,111657,Frosinone,FRO,477,111657,9891,"2011-02-22 00:00:00",70,Fast,,Little,48,Mixed,Organised,46,Normal,45,Normal,65,Normal,Organised,61,Medium,67,Double,65,Normal,"Offside Trap"
25791,9891,111657,Frosinone,FRO,478,111657,9891,"2015-09-10 00:00:00",63,Balanced,48,Normal,46,Mixed,Organised,51,Normal,50,Normal,50,Normal,Organised,55,Medium,57,Press,47,Normal,Cover
3474,9879,144,Fulham,FUL,479,144,9879,"2010-02-22 00:00:00",60,Balanced,,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,40,Medium,35,Press,40,Normal,Cover
3474,9879,144,Fulham,FUL,480,144,9879,"2011-02-22 00:00:00",50,Balanced,,Little,55,Mixed,Organised,45,Normal,55,Normal,40,Normal,Organised,45,Medium,35,Press,50,Normal,Cover
3474,9879,144,Fulham,FUL,481,144,9879,"2012-02-22 00:00:00",48,Balanced,,Little,45,Mixed,Organised,38,Normal,62,Normal,54,Normal,Organised,38,Medium,38,Press,62,Normal,Cover
3474,9879,144,Fulham,FUL,482,144,9879,"2013-09-20 00:00:00",52,Balanced,,Little,49,Mixed,Organised,49,Normal,56,Normal,59,Normal,Organised,39,Medium,39,Press,57,Normal,Cover
3474,9879,144,Fulham,FUL,483,144,9879,"2014-09-19 00:00:00",52,Balanced,34,Normal,56,Mixed,Organised,58,Normal,41,Normal,54,Normal,Organised,29,Deep,28,Contain,39,Normal,Cover
3474,9879,144,Fulham,FUL,484,144,9879,"2015-09-10 00:00:00",52,Balanced,34,Normal,48,Mixed,Organised,39,Normal,54,Normal,59,Normal,Organised,29,Deep,30,Contain,39,Normal,Cover
1,9987,673,"KRC Genk",GEN,485,673,9987,"2010-02-22 00:00:00",45,Balanced,,Little,45,Mixed,Organised,50,Normal,35,Normal,60,Normal,Organised,70,High,65,Press,70,Wide,Cover
1,9987,673,"KRC Genk",GEN,486,673,9987,"2011-02-22 00:00:00",66,Balanced,,Little,52,Mixed,Organised,65,Normal,66,Normal,51,Normal,Organised,48,Medium,47,Press,54,Normal,"Offside Trap"
1,9987,673,"KRC Genk",GEN,487,673,9987,"2012-02-22 00:00:00",53,Balanced,,Little,55,Mixed,Organised,55,Normal,48,Normal,56,Normal,Organised,47,Medium,45,Press,55,Normal,Cover
1,9987,673,"KRC Genk",GEN,488,673,9987,"2013-09-20 00:00:00",58,Balanced,,Little,38,Mixed,Organised,67,Risky,48,Normal,56,Normal,Organised,47,Medium,45,Press,55,Normal,Cover
1,9987,673,"KRC Genk",GEN,489,673,9987,"2014-09-19 00:00:00",58,Balanced,52,Normal,38,Mixed,Organised,67,Risky,48,Normal,56,Normal,Organised,47,Medium,45,Press,55,Normal,Cover
1,9987,673,"KRC Genk",GEN,490,673,9987,"2015-09-10 00:00:00",58,Balanced,52,Normal,38,Mixed,Organised,30,Safe,69,Lots,56,Normal,Organised,36,Medium,57,Press,70,Wide,Cover
20518,10233,110556,Genoa,GEN,491,110556,10233,"2010-02-22 00:00:00",70,Fast,,Little,50,Mixed,Organised,70,Risky,40,Normal,65,Normal,Organised,40,Medium,65,Press,30,Narrow,Cover
20518,10233,110556,Genoa,GEN,492,110556,10233,"2011-02-22 00:00:00",65,Balanced,,Little,35,Mixed,Organised,50,Normal,50,Normal,50,Normal,"Free Form",54,Medium,65,Press,35,Normal,Cover
20518,10233,110556,Genoa,GEN,493,110556,10233,"2012-02-22 00:00:00",50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
20518,10233,110556,Genoa,GEN,494,110556,10233,"2013-09-20 00:00:00",64,Balanced,,Little,38,Mixed,Organised,66,Normal,67,Lots,49,Normal,Organised,46,Medium,47,Press,53,Normal,"Offside Trap"
20518,10233,110556,Genoa,GEN,495,110556,10233,"2014-09-19 00:00:00",64,Balanced,52,Normal,68,Long,Organised,66,Normal,53,Normal,49,Normal,Organised,23,Deep,47,Press,53,Normal,Cover
20518,10233,110556,Genoa,GEN,496,110556,10233,"2015-09-10 00:00:00",64,Balanced,52,Normal,68,Long,Organised,66,Normal,45,Normal,23,Little,Organised,27,Deep,47,Press,53,Normal,Cover
7,9991,674,"KAA Gent",GEN,497,674,9991,"2010-02-22 00:00:00",70,Fast,,Little,65,Mixed,Organised,60,Normal,50,Normal,60,Normal,Organised,45,Medium,50,Press,40,Normal,Cover
7,9991,674,"KAA Gent",GEN,498,674,9991,"2011-02-22 00:00:00",55,Balanced,,Little,55,Mixed,Organised,54,Normal,74,Lots,56,Normal,Organised,61,Medium,39,Press,38,Normal,Cover
7,9991,674,"KAA Gent",GEN,499,674,9991,"2012-02-22 00:00:00",50,Balanced,,Little,47,Mixed,Organised,55,Normal,66,Normal,47,Normal,Organised,48,Medium,45,Press,52,Normal,Cover
7,9991,674,"KAA Gent",GEN,500,674,9991,"2013-09-20 00:00:00",50,Balanced,,Little,37,Mixed,Organised,28,Safe,66,Normal,34,Normal,"Free Form",50,Medium,53,Press,40,Normal,Cover
7,9991,674,"KAA Gent",GEN,501,674,9991,"2014-09-19 00:00:00",50,Balanced,55,Normal,37,Mixed,Organised,28,Safe,66,Normal,34,Normal,Organised,55,Medium,59,Press,52,Normal,Cover
7,9991,674,"KAA Gent",GEN,502,674,9991,"2015-09-10 00:00:00",50,Balanced,55,Normal,37,Mixed,Organised,42,Normal,66,Normal,34,Normal,Organised,49,Medium,54,Press,52,Normal,Cover
43046,8305,1860,"Getafe CF",GET,503,1860,8305,"2010-02-22 00:00:00",30,Slow,,Little,35,Mixed,Organised,35,Normal,50,Normal,70,Lots,"Free Form",40,Medium,30,Contain,50,Normal,"Offside Trap"
43046,8305,1860,"Getafe CF",GET,504,1860,8305,"2011-02-22 00:00:00",54,Balanced,,Little,45,Mixed,Organised,38,Normal,54,Normal,57,Normal,Organised,59,Medium,39,Press,66,Normal,Cover
43046,8305,1860,"Getafe CF",GET,505,1860,8305,"2012-02-22 00:00:00",25,Slow,,Little,40,Mixed,Organised,58,Normal,42,Normal,52,Normal,Organised,49,Medium,45,Press,47,Normal,Cover
43046,8305,1860,"Getafe CF",GET,506,1860,8305,"2013-09-20 00:00:00",29,Slow,,Little,40,Mixed,Organised,58,Normal,42,Normal,52,Normal,Organised,49,Medium,45,Press,47,Normal,Cover
43046,8305,1860,"Getafe CF",GET,507,1860,8305,"2014-09-19 00:00:00",35,Balanced,42,Normal,40,Mixed,Organised,58,Normal,42,Normal,52,Normal,Organised,49,Medium,45,Press,47,Normal,Cover
43046,8305,1860,"Getafe CF",GET,508,1860,8305,"2015-09-10 00:00:00",34,Balanced,41,Normal,38,Mixed,Organised,55,Normal,39,Normal,49,Normal,Organised,43,Medium,42,Press,49,Normal,Cover
14876,6391,110316,"GFC Ajaccio",GAJ,509,110316,6391,"2013-09-20 00:00:00",61,Balanced,,Little,52,Mixed,Organised,55,Normal,66,Normal,58,Normal,Organised,47,Medium,46,Press,53,Normal,Cover
14876,6391,110316,"GFC Ajaccio",GAJ,510,110316,6391,"2015-09-10 00:00:00",48,Balanced,53,Normal,52,Mixed,Organised,55,Normal,53,Normal,55,Normal,Organised,42,Medium,46,Press,53,Normal,Cover
36735,9764,1888,"Gil Vicente FC",GV,511,1888,9764,"2012-02-22 00:00:00",46,Balanced,,Little,41,Mixed,Organised,54,Normal,52,Normal,46,Normal,Organised,39,Medium,57,Press,53,Normal,Cover
36735,9764,1888,"Gil Vicente FC",GV,512,1888,9764,"2013-09-20 00:00:00",46,Balanced,,Little,41,Mixed,Organised,54,Normal,52,Normal,46,Normal,Organised,39,Medium,57,Press,53,Normal,Cover
